Price,Adj Close,Close,High,Low,Open,Volume
2013-02-05,13.915694236755371,16.351428985595703,16.419286727905273,15.793571472167969,15.858928680419922,573347600
2013-02-06,13.900801658630371,16.33392906188965,16.66071319580078,16.163570404052734,16.302499771118164,593706400
2013-02-07,14.314126014709473,16.722143173217773,16.78571319580078,16.218570709228516,16.54464340209961,704580800
2013-02-08,14.520787239074707,16.963571548461914,17.100357055664062,16.72321319580078,16.928571701049805,633158400
2013-02-11,14.672118186950684,17.140356063842773,17.319286346435547,16.90178680419922,17.01785659790039,517490400
2013-02-12,14.304338455200195,16.71071434020996,17.22785758972168,16.704999923706055,17.125356674194336,609053200
2013-02-13,14.27713394165039,16.67892837524414,16.915714263916016,16.54357147216797,16.686071395874023,475207600
2013-02-14,14.26429271697998,16.663928985595703,16.84428596496582,16.5721435546875,16.59000015258789,355275200
2013-02-15,14.067717552185059,16.43428611755371,16.79142951965332,16.42571449279785,16.74464225769043,391745200
2013-02-19,14.062520980834961,16.428213119506836,16.526071548461914,16.20892906188965,16.467857360839844,435783600
2013-02-20,13.72195816040039,16.030357360839844,16.346071243286133,16.0285701751709,16.346071243286133,476302400
2013-02-21,13.636663436889648,15.930713653564453,16.041786193847656,15.8149995803833,15.928570747375488,447182400
2013-02-22,13.78187370300293,16.100357055664062,16.128570556640625,15.949999809265137,16.04464340209961,330654800
2013-02-25,13.537002563476562,15.814286231994629,16.25428581237793,15.806071281433105,16.20892906188965,372579200
2013-02-26,13.725625991821289,16.034643173217773,16.126428604125977,15.630714416503906,15.850713729858398,501499600
2013-02-27,13.59111499786377,15.8774995803833,16.158571243286133,15.737500190734863,16.015356063842773,587350400
2013-02-28,13.494202613830566,15.764286041259766,15.995356559753418,15.764286041259766,15.858928680419922,322515200
2013-03-01,13.160053253173828,15.373929023742676,15.649286270141602,15.356429100036621,15.64285659790039,552448400
2013-03-04,12.841503143310547,15.001786231994629,15.29285717010498,14.964285850524902,15.278571128845215,582755600
2013-03-05,13.180536270141602,15.397856712341309,15.542499542236328,15.026785850524902,15.052857398986816,638433600
2013-03-06,13.013008117675781,15.202142715454102,15.54464340209961,15.15821361541748,15.518214225769043,460250000
2013-03-07,13.16341781616211,15.377857208251953,15.428929328918457,15.037857055664062,15.160714149475098,468473600
2013-03-08,13.198271751403809,15.418571472167969,15.551071166992188,15.307499885559082,15.350000381469727,391482000
2013-03-11,13.386281967163086,15.638214111328125,15.678929328918457,15.183570861816406,15.348214149475098,474236000
2013-03-12,13.097689628601074,15.301071166992188,15.674285888671875,15.270357131958008,15.557143211364746,465911600
2013-03-13,13.095245361328125,15.298213958740234,15.51785659790039,15.191429138183594,15.301786422729492,405549200
2013-03-14,13.222116470336914,15.446429252624512,15.522856712341309,15.373213768005371,15.458213806152344,303875600
2013-03-15,13.563291549682617,15.845000267028809,15.865357398986816,15.616070747375488,15.64035701751709,643960800
2013-03-18,13.931983947753906,16.275714874267578,16.33785629272461,15.757143020629883,15.766071319580078,606197200
2013-03-19,13.894377708435059,16.231786727905273,16.463214874267578,16.01785659790039,16.41071319580078,526775200
2013-03-20,13.820699691772461,16.145713806152344,16.343929290771484,16.056785583496094,16.336429595947266,308660800
2013-03-21,13.84057331085205,16.168928146362305,16.356428146362305,16.075000762939453,16.079286575317383,383255600
2013-03-22,14.121217727661133,16.49678611755371,16.503570556640625,16.1825008392334,16.235000610351562,395105200
2013-03-25,14.172274589538574,16.556428909301758,16.7839298248291,16.492143630981445,16.596071243286133,501135600
2013-03-26,14.097678184509277,16.46928596496582,16.637142181396484,16.447500228881836,16.62285614013672,294294000
2013-03-27,13.820699691772461,16.145713806152344,16.314285278320312,16.09749984741211,16.302143096923828,331237200
2013-03-28,13.532718658447266,15.809286117553711,16.136428833007812,15.772143363952637,16.065000534057617,442839600
2013-04-01,13.112361907958984,15.318214416503906,15.846428871154785,15.276429176330566,15.782142639160156,389732000
2013-04-02,13.13926887512207,15.349642753601074,15.647856712341309,15.228570938110352,15.271429061889648,529519200
2013-04-03,13.206521987915039,15.428214073181152,15.617142677307129,15.368213653564453,15.406070709228516,363216000
2013-04-04,13.075982093811035,15.275713920593262,15.535714149475098,15.1875,15.491429328918457,358447600
2013-04-05,12.937801361083984,15.114286422729492,15.176786422729492,14.988571166992188,15.160714149475098,383695200
2013-04-08,13.029821395874023,15.221785545349121,15.26785659790039,15.088929176330566,15.173213958740234,300829200
2013-04-09,13.053367614746094,15.249285697937012,15.303570747375488,15.098214149475098,15.227143287658691,306614000
2013-04-10,13.3196382522583,15.560357093811035,15.609286308288574,15.214642524719238,15.289285659790039,375928000
2013-04-11,13.27806282043457,15.511786460876465,15.642499923706055,15.399999618530273,15.489999771118164,328364400
2013-04-12,13.139573097229004,15.350000381469727,15.505356788635254,15.3246431350708,15.505356788635254,238613200
2013-04-15,12.83538818359375,14.994643211364746,15.28178596496582,14.983928680419922,15.25,317520000
2013-04-16,13.030735969543457,15.222857475280762,15.23607063293457,15.020357131958008,15.056071281433105,305771200
2013-04-17,12.314146995544434,14.385713577270508,15.021429061889648,14.21821403503418,15.009642601013184,945056000
2013-04-18,11.985503196716309,14.001786231994629,14.492500305175781,13.919285774230957,14.463929176330566,666299200
2013-04-19,11.939038276672363,13.947500228881836,14.271429061889648,13.753570556640625,13.856071472167969,609274400
2013-04-22,12.187886238098145,14.238213539123535,14.364286422729492,13.973929405212402,14.022856712341309,429920400
2013-04-23,12.415948867797852,14.504643440246582,14.585000038146973,14.243213653564453,14.428214073181152,664238400
2013-04-24,12.395464897155762,14.480713844299316,14.83035659790039,14.01785659790039,14.055000305175781,969651200
2013-04-25,12.484735488891602,14.585000038146973,14.783571243286133,14.535714149475098,14.686785697937012,384837600
2013-04-26,12.754371643066406,14.899999618530273,14.956070899963379,14.58035659790039,14.63607120513916,764097600
2013-04-29,13.149356842041016,15.361429214477539,15.486429214477539,15.0,15.016071319580078,640326400
2013-04-30,13.536392211914062,15.813570976257324,15.901785850524902,15.431071281433105,15.539285659790039,691538400
2013-05-01,13.42969799041748,15.688928604125977,15.89035701751709,15.51392936706543,15.873571395874023,506909200
2013-05-02,13.620155334472656,15.911429405212402,16.02107048034668,15.736785888671875,15.777856826782227,421828400
2013-05-03,13.756503105163574,16.070714950561523,16.186786651611328,16.04107093811035,16.118213653564453,361300800
2013-05-06,14.084532737731934,16.453929901123047,16.507143020629883,16.225357055664062,16.27535629272461,496641600
2013-05-07,14.021862030029297,16.380714416503906,16.633928298950195,16.203571319580078,16.60607147216797,483753200
2013-05-08,14.180222511291504,16.56571388244629,16.620357513427734,16.278928756713867,16.394285202026367,472598000
2013-05-09,14.056514739990234,16.313213348388672,16.53571319580078,16.270713806152344,16.421785354614258,398487600
2013-05-10,13.939573287963867,16.177499771118164,16.418214797973633,16.088571548461914,16.35607147216797,334852000
2013-05-13,13.994037628173828,16.240713119506836,16.35357093811035,16.125,16.125356674194336,316948800
2013-05-14,13.659222602844238,15.852143287658691,16.257143020629883,15.791070938110352,16.20892906188965,447118000
2013-05-15,13.197314262390137,15.316070556640625,15.75,15.084285736083984,15.684286117553711,741613600
2013-05-16,13.373642921447754,15.520713806152344,15.637499809265137,14.960714340209961,15.115714073181152,603204000
2013-05-17,13.333019256591797,15.473570823669434,15.717499732971191,15.393214225769043,15.680356979370117,427904400
2013-05-20,13.630602836608887,15.818928718566895,15.921428680419922,15.360713958740234,15.4253568649292,451578400
2013-05-21,13.529972076416016,15.702142715454102,15.90999984741211,15.507143020629883,15.648214340209961,456022000
2013-05-22,13.581981658935547,15.762499809265137,16.012500762939453,15.650713920593262,15.858928680419922,443038400
2013-05-23,13.606294631958008,15.790714263916016,15.934286117553711,15.563928604125977,15.569643020629883,353021200
2013-05-24,13.698922157287598,15.898214340209961,15.916428565979004,15.727143287658691,15.744643211364746,276166800
2013-05-28,13.584750175476074,15.765713691711426,16.11107063293457,15.744643211364746,16.06785774230957,386145200
2013-05-29,13.692767143249512,15.891071319580078,15.98214340209961,15.692856788635254,15.714285850524902,330576400
2013-05-30,13.896797180175781,16.127857208251953,16.23214340209961,15.875356674194336,15.916070938110352,353519600
2013-05-31,13.839865684509277,16.061786651611328,16.325000762939453,16.053571701049805,16.16071319580078,384302800
2013-06-03,13.870331764221191,16.097143173217773,16.15571403503418,15.802857398986816,16.09749984741211,372352400
2013-06-04,13.826940536499023,16.046785354614258,16.229642868041992,15.978214263916016,16.18642807006836,292728800
2013-06-05,13.697689056396484,15.896785736083984,16.097143173217773,15.846785545349121,15.916070938110352,290589600
2013-06-06,13.493043899536133,15.659285545349121,15.964285850524902,15.501786231994629,15.909643173217773,416934000
2013-06-07,13.596138954162598,15.778928756713867,15.829999923706055,15.456070899963379,15.589285850524902,404535600
2013-06-10,13.506277084350586,15.674642562866211,16.038570404052734,15.600000381469727,15.883213996887207,450153200
2013-06-11,13.466582298278809,15.628570556640625,15.812856674194336,15.475713729858398,15.562143325805664,286112400
2013-06-12,13.300094604492188,15.435357093811035,15.758929252624512,15.410714149475098,15.696429252624512,265227200
2013-06-13,13.416110038757324,15.569999694824219,15.612142562866211,15.3125,15.446429252624512,285832400
2013-06-14,13.234237670898438,15.358928680419922,15.581786155700684,15.303570747375488,15.550000190734863,271866000
2013-06-17,13.294246673583984,15.428570747375488,15.560713768005371,15.369999885559082,15.408571243286133,259414400
2013-06-18,13.287169456481934,15.420356750488281,15.532142639160156,15.364643096923828,15.412857055664062,195025600
2013-06-19,13.017282485961914,15.10714340209961,15.416428565979004,15.10714340209961,15.407142639160156,310940000
2013-06-20,12.827714920043945,14.8871431350708,15.213570594787598,14.827500343322754,14.975000381469727,357310800
2013-06-21,12.724934577941895,14.76785659790039,15.0,14.574999809265137,14.946070671081543,481118400
2013-06-24,12.387655258178711,14.376428604125977,14.595000267028809,14.216071128845215,14.550000190734863,480746000
2013-06-25,12.390424728393555,14.379643440246582,14.563928604125977,14.243928909301758,14.489286422729492,314162800
2013-06-26,12.250093460083008,14.21678638458252,14.456786155700684,14.130714416503906,14.425000190734863,367724000
2013-06-27,12.11807632446289,14.063570976257324,14.335356712341309,14.055000305175781,14.258929252624512,337246000
2013-06-28,12.202702522277832,14.161786079406738,14.295356750488281,13.888214111328125,13.977143287658691,578516400
2013-07-01,12.593222618103027,14.614999771118164,14.723929405212402,14.329285621643066,14.381786346435547,391053600
2013-07-02,12.878495216369629,14.946070671081543,15.05821418762207,14.623929023742676,14.64142894744873,469865200
2013-07-03,12.949578285217285,15.028571128845215,15.106429100036621,14.908928871154785,15.03071403503418,240928800
2013-07-05,12.845564842224121,14.907856941223145,15.117500305175781,14.833929061889648,15.01392936706543,274024800
2013-07-08,12.772631645202637,14.823213577270508,15.035714149475098,14.666070938110352,15.003929138183594,298138400
2013-07-09,12.997283935546875,15.083929061889648,15.125,14.656429290771484,14.771429061889648,352584400
2013-07-10,12.947426795959473,15.026070594787598,15.171428680419922,14.9375,14.985713958740234,281405600
2013-07-11,13.14930248260498,15.260356903076172,15.29464340209961,15.041786193847656,15.10535717010498,326292400
2013-07-12,13.125299453735352,15.232500076293945,15.349642753601074,15.121786117553711,15.273214340209961,279563200
2013-07-15,13.153918266296387,15.265713691711426,15.409285545349121,15.171428680419922,15.178929328918457,241917200
2013-07-16,13.238858222961426,15.364286422729492,15.382499694824219,15.14892864227295,15.232856750488281,216538000
2013-07-17,13.24223804473877,15.368213653564453,15.436429023742676,15.293571472167969,15.346428871154785,198990400
2013-07-18,13.286858558654785,15.420000076293945,15.531070709228516,15.378929138183594,15.477856636047363,218878800
2013-07-19,13.077293395996094,15.176786422729492,15.499285697937012,15.155357360839844,15.467857360839844,268721600
2013-07-22,13.119144439697266,15.225357055664062,15.348214149475098,15.195357322692871,15.337857246398926,207796400
2013-07-23,12.893880844116211,14.963929176330566,15.248571395874023,14.95392894744873,15.214285850524902,369395600
2013-07-24,13.556133270263672,15.732500076293945,15.878213882446289,15.545000076293945,15.676071166992188,591936800
2013-07-25,13.494278907775879,15.660714149475098,15.764286041259766,15.564642906188965,15.739286422729492,229493600
2013-07-26,13.570901870727539,15.749643325805664,15.751428604125977,15.5121431350708,15.546428680419922,200152400
2013-07-29,13.78016471862793,15.992500305175781,16.07107162475586,15.721428871154785,15.742856979370117,248057600
2013-07-30,13.950342178344727,16.190000534057617,16.326786041259766,16.043928146362305,16.06999969482422,309422400
2013-07-31,13.92602825164795,16.161785125732422,16.33357048034668,16.051071166992188,16.249643325805664,322957600
